Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18,No,Travel_Rarely,1270,Research & Development,7,1,Medical,1,13327,4,Female,99,2,1,Healthcare Representative,2,Married,1653,16219,0,Y,No,11,3,3,80,0,0,3,3,0,0,0,0
49,No,Travel_Rarely,522,Research & Development,12,4,Technical Degree,1,13328,3,Female,90,4,5,Research Scientist,1,Single,20000,13058,6,Y,No,20,3,4,80,3,25,1,4,5,3,1,1
38,No,Travel_Rarely,718,Research & Development,8,3,Life Sciences,1,13329,2,Female,49,2,3,Research Scientist,3,Single,5687,3479,5,Y,No,11,3,3,80,2,22,2,2,14,7,6,11
41,Yes,Travel_Rarely,428,Sales,19,2,Medical,1,13330,4,Male,69,4,3,Sales Executive,2,Married,9059,26217,5,Y,No,11,3,3,80,1,19,4,4,13,6,2,7
29,No,Travel_Rarely,1013,Research & Development,8,2,Medical,1,13331,3,Female,88,3,1,Laboratory Technician,2,Single,1755,22428,2,Y,No,11,3,3,80,1,4,1,2,3,1,0,1
30,Yes,Travel_Frequently,937,Sales,10,2,Medical,1,13332,3,Female,87,3,2,Sales Executive,2,Divorced,5263,26004,3,Y,Yes,11,4,3,80,0,14,2,3,3,2,0,2
42,No,Travel_Rarely,1084,Sales,1,1,Marketing,1,13333,4,Male,61,4,2,Sales Executive,4,Divorced,4178,21057,5,Y,No,11,3,4,80,0,25,2,2,8,1,0,3
60,No,Travel_Rarely,1488,Sales,4,2,Medical,1,13334,4,Male,88,4,2,Sales Executive,2,Married,2837,23595,6,Y,No,16,3,2,80,0,32,4,1,15,10,1,7
47,No,Travel_Rarely,905,Research & Development,7,4,Medical,1,13335,2,Male,31,3,3,Healthcare Representative,4,Divorced,5764,10651,5,Y,No,11,3,4,80,1,25,2,3,10,6,4,9
49,No,Travel_Rarely,796,Research & Development,2,3,Technical Degree,1,13336,3,Male,45,2,4,Research Director,3,Married,12624,2900,6,Y,Yes,11,3,3,80,1,29,2,3,8,6,0,3
35,No,Travel_Rarely,651,Research & Development,9,1,Technical Degree,1,13337,1,Male,72,3,2,Research Director,3,Married,5131,12012,3,Y,No,20,3,2,80,2,19,1,1,7,4,2,3
31,No,Travel_Rarely,1126,Sales,15,1,Life Sciences,1,13338,4,Female,88,3,1,Sales Executive,3,Married,1313,22190,3,Y,Yes,22,3,2,80,0,0,5,3,0,0,0,0
30,No,Travel_Frequently,547,Research & Development,1,2,Other,1,13339,4,Male,83,2,3,Manufacturing Director,1,Single,6700,5934,1,Y,No,12,3,3,80,0,1,1,2,0,0,0,0
32,No,Travel_Rarely,306,Sales,8,2,Medical,1,13340,3,Male,92,3,2,Sales Executive,2,Married,3721,16459,4,Y,No,11,3,3,80,3,11,1,3,6,1,0,1
18,No,Travel_Rarely,933,Research & Development,8,2,Medical,1,13341,1,Male,68,4,1,Research Director,2,Married,2420,17346,1,Y,No,13,3,3,80,0,1,3,4,0,0,0,0
30,Yes,Non-Travel,604,Human Resources,29,1,Other,1,13342,3,Male,84,3,1,Human Resources,2,Married,2038,24298,0,Y,No,13,3,4,80,0,2,0,3,0,0,0,0
32,Yes,Travel_Frequently,1153,Research & Development,2,2,Other,1,13343,4,Male,58,3,2,Manufacturing Director,3,Married,5113,20577,4,Y,No,13,3,4,80,2,13,3,1,3,0,0,0
35,Yes,Travel_Rarely,110,Research & Development,16,3,Life Sciences,1,13344,3,Male,37,4,1,Research Director,1,Single,5124,25933,2,Y,Yes,11,4,3,80,2,14,3,3,7,5,1,3
38,Yes,Non-Travel,613,Sales,1,1,Life Sciences,1,13345,3,Female,35,3,1,Sales Executive,1,Married,3056,24979,3,Y,No,11,3,2,80,0,13,3,2,7,3,1,1
40,No,Travel_Rarely,333,Research & Development,2,4,Other,1,13346,4,Female,50,4,4,Research Director,2,Divorced,11747,26440,8,Y,No,11,3,3,80,1,21,2,3,14,13,10,5
37,No,Non-Travel,264,Sales,5,2,Medical,1,13347,2,Female,30,4,4,Sales Representative,4,Divorced,12572,2803,5,Y,No,21,3,3,80,3,18,1,1,1,0,0,0
31,No,Travel_Rarely,641,Research & Development,3,2,Other,1,13348,1,Male,76,3,3,Research Director,3,Single,6150,7303,2,Y,Yes,12,3,3,80,0,8,1,3,3,2,0,0
18,No,Travel_Rarely,918,Research & Development,6,1,Technical Degree,1,13349,3,Female,69,1,1,Healthcare Representative,3,Married,3320,23790,1,Y,No,11,3,3,80,2,2,1,3,1,0,0,0
32,No,Travel_Rarely,659,Research & Development,20,1,Other,1,13350,2,Female,76,4,3,Healthcare Representative,1,Married,7559,23856,3,Y,Yes,12,3,4,80,2,14,0,1,4,3,1,1
28,No,Travel_Frequently,1388,Research & Development,8,1,Life Sciences,1,13351,3,Female,60,2,1,Manufacturing Director,4,Single,1818,23878,2,Y,Yes,22,3,2,80,3,0,2,4,0,0,0,0
41,No,Travel_Rarely,276,Sales,4,1,Life Sciences,1,13352,4,Male,42,2,2,Sales Executive,2,Married,5304,3988,3,Y,No,11,3,3,80,0,20,4,2,6,3,1,1
46,No,Travel_Rarely,512,Research & Development,8,2,Technical Degree,1,13353,3,Male,42,3,3,Research Director,2,Single,5394,2198,4,Y,No,11,3,4,80,0,28,2,4,11,4,3,2
46,No,Travel_Rarely,1093,Research & Development,1,1,Medical,1,13354,1,Male,41,2,4,Research Scientist,2,Divorced,7945,21192,7,Y,No,13,3,2,80,1,19,4,3,7,1,5,3
44,No,Travel_Rarely,943,Research & Development,13,3,Medical,1,13355,3,Female,84,2,2,Research Director,4,Married,3609,21931,5,Y,No,11,3,3,80,0,20,5,3,15,12,2,13
36,No,Travel_Rarely,1009,Sales,16,1,Marketing,1,13356,4,Female,60,2,2,Manager,3,Married,6762,8042,1,Y,No,11,3,2,80,2,9,1,3,1,0,0,0
32,Yes,Travel_Rarely,1220,Human Resources,3,2,Other,1,13357,3,Male,66,3,3,Human Resources,1,Single,8258,2559,3,Y,No,11,4,1,80,0,15,3,3,10,9,1,2
30,No,Travel_Rarely,299,Research & Development,7,1,Other,1,13358,4,Male,54,2,2,Manufacturing Director,4,Divorced,2278,23824,2,Y,No,11,3,3,80,1,9,4,3,6,2,0,1
23,Yes,Travel_Frequently,1031,Research & Development,5,2,Other,1,13359,3,Female,70,2,1,Research Director,2,Divorced,2205,19063,3,Y,No,11,4,4,80,0,7,2,4,3,0,1,1
46,No,Travel_Rarely,569,Research & Development,2,5,Medical,1,13360,1,Female,62,3,4,Research Scientist,1,Divorced,7038,4413,4,Y,Yes,16,4,3,80,0,12,3,3,5,0,1,2
35,No,Travel_Rarely,911,Research & Development,1,4,Medical,1,13361,3,Female,94,3,2,Research Scientist,3,Married,4034,19334,3,Y,Yes,13,3,3,80,1,14,0,4,1,0,0,0
25,No,Non-Travel,1121,Sales,12,1,Medical,1,13362,2,Female,45,4,2,Manager,4,Married,7740,8708,1,Y,No,11,3,2,80,0,0,1,2,0,0,0,0
29,No,Travel_Rarely,215,Research & Development,5,2,Life Sciences,1,13363,2,Male,92,3,3,Laboratory Technician,2,Single,12232,24875,3,Y,No,11,3,4,80,2,13,3,3,9,0,1,6
29,No,Travel_Frequently,751,Sales,19,1,Medical,1,13364,3,Male,54,3,2,Manager,4,Single,3251,15836,6,Y,No,13,3,3,80,1,12,3,3,0,0,0,0
37,No,Travel_Rarely,812,Research & Development,12,2,Medical,1,13365,2,Female,70,3,1,Manager,3,Single,1009,26679,3,Y,No,11,3,4,80,1,6,3,4,1,0,0,0
47,No,Travel_Rarely,1258,Sales,3,3,Other,1,13366,3,Female,96,2,3,Sales Executive,4,Married,10482,4626,6,Y,No,11,3,2,80,0,30,2,2,14,9,5,12
34,Yes,Travel_Rarely,157,Sales,12,1,Life Sciences,1,13367,2,Female,100,1,2,Sales Executive,4,Married,3226,22596,3,Y,Yes,11,3,3,80,0,16,2,1,0,0,0,0
18,No,Travel_Rarely,1437,Research & Development,6,3,Technical Degree,1,13368,3,Male,39,2,1,Laboratory Technician,2,Married,1009,2807,1,Y,No,11,3,3,80,2,0,2,3,0,0,0,0
35,No,Travel_Frequently,163,Research & Development,4,3,Other,1,13369,4,Male,45,3,5,Research Director,3,Married,18189,16929,5,Y,No,13,3,1,80,1,19,5,3,1,0,0,0
36,No,Travel_Rarely,1413,Research & Development,1,3,Other,1,13370,3,Male,63,2,3,Research Director,3,Divorced,6298,8301,5,Y,No,13,3,2,80,1,19,4,3,5,3,1,2
35,No,Travel_Rarely,445,Sales,2,2,Life Sciences,1,13371,3,Male,72,2,2,Sales Executive,2,Divorced,1727,22952,4,Y,No,12,3,2,80,0,5,1,2,0,0,0,0
31,No,Travel_Rarely,711,Research & Development,1,1,Life Sciences,1,13372,1,Male,78,4,3,Laboratory Technician,3,Married,4717,10217,3,Y,No,11,3,2,80,1,13,3,2,6,1,2,4
39,No,Non-Travel,440,Research & Development,4,3,Other,1,13373,3,Female,89,3,2,Research Scientist,3,Divorced,6288,21466,5,Y,No,11,3,3,80,0,17,2,3,5,2,1,1
38,No,Travel_Frequently,525,Sales,9,2,Life Sciences,1,13374,4,Female,59,2,1,Manager,1,Single,1196,19104,4,Y,Yes,11,3,1,80,2,14,0,4,4,2,0,1
37,No,Travel_Rarely,1068,Sales,9,1,Technical Degree,1,13375,3,Male,49,2,2,Sales Executive,4,Single,4031,14613,2,Y,No,12,3,3,80,0,14,1,3,5,0,1,2
41,No,Travel_Rarely,521,Sales,2,2,Other,1,13376,2,Male,68,3,4,Manager,4,Married,8918,11407,3,Y,Yes,13,3,4,80,1,22,3,3,1,0,0,0
33,Yes,Travel_Frequently,187,Research & Development,22,1,Life Sciences,1,13377,4,Female,50,2,1,Manager,2,Married,1598,9802,2,Y,No,14,3,3,80,1,11,3,4,2,0,0,0
32,No,Travel_Rarely,343,Human Resources,14,1,Other,1,13378,4,Male,59,1,2,Human Resources,3,Divorced,3482,9449,4,Y,No,11,3,3,80,1,10,5,4,3,0,0,1
50,No,Travel_Frequently,235,Research & Development,6,3,Other,1,13379,3,Female,49,3,5,Laboratory Technician,4,Married,20000,12331,4,Y,Yes,16,3,3,80,2,26,1,4,12,5,5,1
42,No,Travel_Rarely,592,Research & Development,5,2,Other,1,13380,3,Male,63,2,1,Manufacturing Director,2,Divorced,2913,17040,4,Y,No,17,3,2,80,0,9,2,3,2,1,0,1
45,No,Travel_Rarely,1091,Sales,2,2,Other,1,13381,4,Male,68,1,3,Manager,3,Divorced,6815,8151,3,Y,Yes,16,3,2,80,1,17,2,4,10,3,4,3
49,No,Travel_Rarely,544,Research & Development,16,3,Life Sciences,1,13382,3,Male,63,4,3,Healthcare Representative,2,Single,10939,15281,4,Y,No,11,3,2,80,0,30,2,4,2,1,0,0
42,No,Travel_Frequently,136,Sales,8,1,Life Sciences,1,13383,2,Male,85,4,3,Sales Representative,2,Married,7263,20287,3,Y,No,14,3,3,80,0,18,1,3,13,8,5,3
46,No,Travel_Rarely,288,Research & Development,5,3,Medical,1,13384,3,Male,51,3,5,Laboratory Technician,4,Divorced,20000,20367,3,Y,No,14,3,2,80,1,20,3,2,6,3,0,1
22,No,Travel_Rarely,442,Sales,1,2,Life Sciences,1,13385,3,Female,86,4,1,Manager,3,Married,2114,4733,1,Y,No,11,3,1,80,2,6,2,2,3,2,0,1
39,No,Travel_Rarely,151,Research & Development,1,2,Medical,1,13386,3,Female,46,3,2,Manufacturing Director,2,Married,3916,16292,4,Y,Yes,11,3,4,80,2,22,2,3,9,6,3,2
35,Yes,Travel_Rarely,811,Research & Development,1,2,Other,1,13387,3,Female,50,4,1,Laboratory Technician,4,Single,4264,20849,4,Y,No,11,3,3,80,0,7,1,3,1,0,0,0
53,No,Travel_Frequently,814,Research & Development,12,3,Technical Degree,1,13388,3,Female,94,4,4,Research Scientist,2,Married,12371,7898,5,Y,Yes,11,4,2,80,2,21,2,4,10,2,0,3
46,No,Travel_Rarely,1487,Research & Development,14,3,Other,1,13389,3,Male,72,2,5,Manufacturing Director,2,Married,13300,21233,6,Y,No,11,3,2,80,0,30,1,3,7,0,0,5
31,No,Travel_Rarely,221,Research & Development,11,1,Other,1,13390,2,Male,69,3,1,Manager,3,Single,2840,11978,1,Y,No,12,3,4,80,0,6,0,4,2,1,0,1
41,No,Travel_Rarely,844,Research & Development,14,2,Other,1,13391,3,Female,50,4,3,Manager,2,Divorced,16727,7430,5,Y,No,14,3,2,80,2,24,2,3,13,3,1,9
39,Yes,Travel_Rarely,1464,Research & Development,11,3,Other,1,13392,2,Male,38,3,1,Healthcare Representative,2,Divorced,1659,21082,6,Y,Yes,17,3,1,80,0,13,2,1,3,1,0,0
41,No,Travel_Frequently,637,Research & Development,1,1,Medical,1,13393,2,Female,72,4,2,Research Scientist,2,Divorced,4723,25427,4,Y,No,11,3,3,80,0,24,5,4,11,1,2,8
27,No,Travel_Rarely,979,Sales,1,2,Life Sciences,1,13394,3,Male,89,2,2,Sales Representative,4,Divorced,3558,13080,2,Y,No,11,3,3,80,0,2,4,3,1,0,0,0
40,No,Travel_Rarely,422,Research & Development,5,2,Life Sciences,1,13395,1,Female,81,1,2,Research Director,2,Single,6620,25237,3,Y,No,12,3,3,80,1,11,3,2,5,1,0,1
35,No,Travel_Rarely,676,Research & Development,10,1,Other,1,13396,3,Female,52,3,2,Laboratory Technician,3,Married,4087,20507,3,Y,No,17,3,3,80,0,15,0,2,6,2,0,1
40,Yes,Non-Travel,869,Sales,13,1,Life Sciences,1,13397,2,Male,40,2,1,Manager,1,Single,1932,16185,2,Y,No,11,3,4,80,1,7,2,3,1,0,0,0
30,No,Travel_Rarely,1160,Research & Development,12,2,Other,1,13398,1,Male,83,4,2,Research Scientist,4,Divorced,6395,17601,4,Y,No,13,3,2,80,1,4,2,3,3,1,0,1
31,No,Travel_Rarely,120,Research & Development,13,1,Other,1,13399,3,Male,84,4,1,Healthcare Representative,3,Divorced,1792,22681,1,Y,No,11,3,3,80,0,7,0,3,2,1,0,1
48,No,Non-Travel,1060,Sales,5,2,Marketing,1,13400,2,Male,30,4,4,Sales Representative,3,Single,15022,7652,5,Y,No,11,4,3,80,1,32,2,2,22,11,9,14
27,No,Travel_Rarely,1291,Research & Development,4,1,Other,1,13401,3,Female,76,4,3,Research Scientist,4,Married,4306,12305,2,Y,Yes,19,3,3,80,0,6,2,3,3,2,2,0
28,No,Travel_Frequently,820,Sales,21,3,Marketing,1,13402,1,Male,60,4,1,Sales Representative,4,Single,2427,18294,2,Y,No,14,3,2,80,1,0,3,2,0,0,0,0
37,No,Travel_Rarely,559,Sales,2,1,Technical Degree,1,13403,3,Male,46,4,3,Manager,2,Married,8561,6033,4,Y,No,11,3,2,80,2,20,0,2,4,1,1,1
30,Yes,Travel_Frequently,1088,Research & Development,7,3,Technical Degree,1,13404,2,Female,76,2,2,Manufacturing Director,2,Married,5133,21309,2,Y,No,23,3,3,80,0,12,1,1,3,1,1,0
29,Yes,Travel_Frequently,445,Sales,6,1,Technical Degree,1,13405,3,Female,82,1,1,Sales Executive,2,Divorced,2056,8561,1,Y,No,11,3,2,80,0,1,1,2,0,0,0,0
38,No,Travel_Rarely,1072,Research & Development,20,2,Medical,1,13406,2,Male,43,2,2,Manager,3,Single,7196,2114,3,Y,Yes,11,3,4,80,1,12,5,3,3,1,0,2
23,Yes,Travel_Frequently,366,Research & Development,9,2,Other,1,13407,2,Female,82,4,3,Manager,4,Single,5736,13020,1,Y,No,15,3,2,80,1,7,3,2,1,0,0,0
27,No,Travel_Frequently,1369,Research & Development,7,3,Technical Degree,1,13408,3,Male,68,4,1,Laboratory Technician,3,Single,2116,15170,3,Y,No,11,3,4,80,2,0,1,4,0,0,0,0
57,No,Travel_Rarely,1209,Research & Development,1,3,Life Sciences,1,13409,4,Female,57,2,5,Healthcare Representative,4,Single,20000,25945,5,Y,No,13,3,2,80,3,36,3,3,5,1,1,0
41,Yes,Travel_Rarely,1427,Research & Development,8,2,Life Sciences,1,13410,1,Male,89,3,2,Laboratory Technician,3,Married,7413,7182,3,Y,Yes,11,3,3,80,1,18,0,2,7,3,5,5
30,Yes,Travel_Rarely,1476,Human Resources,2,2,Life Sciences,1,13411,3,Female,76,2,2,Manager,2,Single,7468,3037,2,Y,No,11,3,1,80,0,5,2,4,3,0,0,1
41,No,Travel_Rarely,1076,Research & Development,18,4,Technical Degree,1,13412,3,Female,99,4,2,Research Scientist,2,Married,3247,8639,2,Y,Yes,14,3,4,80,0,8,5,4,2,0,0,1
42,No,Travel_Rarely,517,Research & Development,4,2,Technical Degree,1,13413,2,Male,59,2,4,Manager,3,Married,8079,8943,4,Y,No,11,4,3,80,1,21,3,3,10,3,0,5
46,Yes,Travel_Rarely,207,Research & Development,13,1,Other,1,13414,3,Male,56,3,4,Healthcare Representative,3,Married,7100,14496,4,Y,No,11,3,2,80,1,23,2,2,13,5,0,5
36,No,Travel_Rarely,422,Research & Development,18,1,Medical,1,13415,4,Male,40,4,3,Healthcare Representative,3,Divorced,11050,24463,5,Y,No,16,3,2,80,0,20,5,2,14,3,9,3
46,No,Travel_Rarely,883,Sales,1,2,Life Sciences,1,13416,3,Female,92,1,5,Sales Representative,4,Married,10602,10591,5,Y,No,15,3,4,80,0,20,2,1,7,6,3,2
18,No,Travel_Rarely,1240,Sales,5,2,Technical Degree,1,13417,2,Female,67,1,1,Manager,3,Single,2835,7381,3,Y,No,12,3,2,80,0,0,4,4,0,0,0,0
27,No,Travel_Rarely,150,Sales,2,1,Marketing,1,13418,3,Female,62,3,1,Manager,3,Single,1274,7001,6,Y,No,15,3,4,80,0,0,2,4,0,0,0,0
39,No,Travel_Frequently,1223,Research & Development,7,1,Other,1,13419,4,Female,54,2,1,Manufacturing Director,3,Divorced,2431,26718,3,Y,Yes,13,3,2,80,2,16,3,1,2,0,0,0
40,No,Travel_Rarely,431,Research & Development,9,2,Medical,1,13420,3,Female,82,2,2,Manufacturing Director,3,Married,3890,23489,5,Y,No,11,3,2,80,2,18,1,3,9,4,3,5
28,No,Travel_Rarely,1037,Research & Development,4,1,Medical,1,13421,3,Female,56,4,1,Research Scientist,3,Married,1957,14801,0,Y,Yes,11,3,2,80,1,1,3,3,0,0,0,0
39,No,Non-Travel,686,Sales,10,2,Life Sciences,1,13422,3,Female,75,4,1,Sales Executive,4,Divorced,2391,4415,5,Y,Yes,11,3,2,80,0,16,4,3,7,0,3,2
31,No,Travel_Frequently,259,Sales,3,2,Medical,1,13423,3,Male,31,4,2,Sales Executive,3,Single,5337,26423,3,Y,Yes,11,3,3,80,0,13,2,1,9,4,0,2
34,No,Travel_Rarely,416,Sales,12,2,Other,1,13424,4,Female,59,3,1,Manager,3,Married,1009,24544,0,Y,No,11,3,2,80,0,2,2,2,0,0,0,0
47,No,Travel_Frequently,1104,Sales,29,1,Medical,1,13425,3,Male,46,2,2,Manager,1,Married,3197,16716,7,Y,No,13,4,2,80,1,24,2,3,5,0,0,3
46,No,Non-Travel,322,Sales,9,3,Other,1,13426,2,Female,79,4,4,Manager,3,Divorced,11383,13271,4,Y,No,15,3,4,80,1,28,2,4,7,1,0,1
28,No,Travel_Rarely,1211,Research & Development,2,1,Technical Degree,1,13427,1,Male,98,3,1,Research Director,2,Divorced,2865,8686,5,Y,No,17,3,4,80,1,12,1,2,4,1,1,1
27,Yes,Travel_Rarely,1078,Research & Development,6,2,Technical Degree,1,13428,3,Male,79,3,1,Laboratory Technician,1,Married,3163,13074,3,Y,No,14,3,3,80,1,0,3,2,0,0,0,0
33,Yes,Travel_Frequently,363,Research & Development,4,1,Medical,1,13429,3,Male,51,2,1,Healthcare Representative,1,Divorced,2780,17950,5,Y,Yes,15,4,3,80,1,17,1,2,9,4,5,3
37,No,Travel_Rarely,478,Sales,4,2,Life Sciences,1,13430,3,Female,33,1,4,Manager,3,Single,13393,6518,6,Y,No,12,4,3,80,3,21,3,2,9,1,6,1
31,No,Travel_Rarely,419,Research & Development,1,2,Other,1,13431,4,Male,50,1,3,Laboratory Technician,3,Single,6744,18668,5,Y,No,11,3,4,80,0,6,3,3,4,2,2,2
47,Yes,Travel_Rarely,962,Research & Development,15,2,Medical,1,13432,2,Female,61,3,2,Research Scientist,4,Single,7183,4821,5,Y,No,11,3,3,80,2,27,3,3,9,0,4,3
40,Yes,Travel_Rarely,999,Sales,5,1,Technical Degree,1,13433,2,Male,54,3,3,Sales Executive,3,Single,7118,6194,4,Y,Yes,11,3,2,80,1,24,1,2,14,1,1,5
41,Yes,Travel_Rarely,291,Research & Development,7,3,Other,1,13434,4,Male,64,4,4,Laboratory Technician,3,Married,14014,21090,6,Y,No,16,3,2,80,2,19,2,4,11,4,4,9
25,Yes,Travel_Frequently,242,Sales,1,2,Technical Degree,1,13435,3,Male,73,4,2,Sales Executive,3,Single,5491,16859,2,Y,No,12,3,3,80,0,8,6,3,4,2,1,1
48,No,Non-Travel,980,Sales,3,2,Technical Degree,1,13436,2,Male,43,3,5,Sales Representative,4,Married,17744,6653,9,Y,Yes,11,4,1,80,1,25,3,3,2,1,1,1
18,No,Non-Travel,751,Sales,10,1,Marketing,1,13437,3,Male,42,3,1,Sales Executive,4,Married,2235,19852,2,Y,No,11,3,2,80,0,2,0,2,0,0,0,0
45,No,Travel_Frequently,1016,Research & Development,18,1,Medical,1,13438,3,Male,33,4,2,Manufacturing Director,3,Single,6443,9464,3,Y,No,11,3,4,80,0,21,3,2,17,2,6,7
46,No,Travel_Rarely,1441,Research & Development,1,1,Other,1,13439,3,Male,83,1,1,Laboratory Technician,3,Married,1367,10104,3,Y,No,11,3,4,80,0,21,4,4,10,8,1,7
33,No,Travel_Frequently,450,Research & Development,2,3,Other,1,13440,4,Male,65,3,4,Research Director,3,Married,16785,11102,3,Y,No,11,4,3,80,2,17,1,3,8,4,3,2
49,No,Travel_Frequently,695,Research & Development,2,2,Other,1,13441,1,Male,59,4,4,Research Director,3,Married,13817,17524,5,Y,No,11,3,2,80,0,33,5,3,2,1,0,1
36,No,Travel_Rarely,1084,Sales,15,5,Medical,1,13442,1,Female,37,3,5,Manager,2,Married,7954,7461,3,Y,No,13,3,3,80,0,16,1,3,5,1,1,0
38,No,Travel_Frequently,1267,Human Resources,3,1,Life Sciences,1,13443,3,Male,98,3,2,Manager,3,Single,4311,10235,3,Y,No,12,3,3,80,0,11,1,3,2,1,0,0
40,No,Travel_Frequently,1251,Research & Development,3,2,Technical Degree,1,13444,2,Male,92,4,1,Manager,2,Divorced,3584,23731,5,Y,No,12,3,3,80,1,24,2,1,21,7,6,16
65,No,Travel_Rarely,885,Research & Development,9,3,Other,1,13445,4,Male,40,3,4,Laboratory Technician,4,Single,8220,17580,6,Y,No,11,3,2,80,1,34,2,2,8,2,4,2
50,No,Travel_Rarely,148,Research & Development,7,2,Life Sciences,1,13446,2,Male,37,3,2,Research Director,2,Married,5232,23281,4,Y,No,11,3,3,80,2,30,3,4,8,1,3,4
44,No,Travel_Frequently,711,Research & Development,1,1,Other,1,13447,3,Male,82,3,4,Healthcare Representative,2,Divorced,14876,9859,4,Y,No,11,3,2,80,2,28,4,2,5,3,0,1
28,Yes,Travel_Frequently,245,Sales,1,1,Medical,1,13448,3,Female,97,2,2,Manager,2,Single,5710,15187,2,Y,No,11,3,2,80,1,10,2,2,0,0,0,0
38,No,Travel_Rarely,1402,Research & Development,3,2,Technical Degree,1,13449,1,Female,49,3,2,Manager,3,Single,5528,25583,7,Y,No,17,3,3,80,0,17,3,4,4,1,0,2
29,Yes,Travel_Rarely,1324,Sales,19,1,Other,1,13450,4,Male,73,4,1,Sales Representative,2,Married,1777,26243,1,Y,No,12,3,4,80,0,0,1,4,0,0,0,0
45,No,Travel_Rarely,579,Research & Development,6,3,Technical Degree,1,13451,4,Male,99,2,3,Laboratory Technician,2,Divorced,15018,11448,5,Y,Yes,21,3,2,80,0,29,2,3,17,9,7,12
38,No,Travel_Rarely,312,Research & Development,10,2,Medical,1,13452,4,Male,64,3,2,Manager,3,Married,8270,11325,5,Y,No,18,3,3,80,0,18,2,3,8,2,0,4
26,No,Travel_Rarely,141,Research & Development,1,2,Other,1,13453,3,Male,50,3,3,Research Scientist,3,Divorced,10038,16106,2,Y,No,13,3,2,80,0,10,1,4,1,0,0,0
38,Yes,Travel_Rarely,296,Sales,13,2,Medical,1,13454,4,Male,95,3,2,Sales Executive,1,Single,3672,24243,4,Y,Yes,11,3,2,80,1,19,4,2,3,0,0,2
29,No,Travel_Rarely,454,Human Resources,11,2,Other,1,13455,3,Male,68,3,1,Manager,4,Divorced,3617,4143,3,Y,No,15,4,2,80,1,12,1,2,4,1,0,3
38,No,Travel_Frequently,892,Research & Development,2,4,Technical Degree,1,13456,2,Female,35,3,4,Research Director,4,Single,6093,4829,4,Y,No,11,3,3,80,2,22,4,4,5,3,1,1
29,No,Travel_Rarely,1185,Research & Development,18,3,Technical Degree,1,13457,2,Male,57,2,4,Manufacturing Director,3,Married,9666,9395,2,Y,No,11,3,3,80,2,8,2,2,4,1,0,3
37,No,Travel_Frequently,1496,Sales,18,2,Technical Degree,1,13458,1,Male,61,2,1,Manager,3,Married,6587,9165,3,Y,No,11,3,2,80,1,8,2,4,1,0,0,0
44,No,Non-Travel,957,Research & Development,4,3,Technical Degree,1,13459,4,Female,38,1,2,Healthcare Representative,3,Married,3914,19691,1,Y,No,11,4,1,80,2,8,2,2,2,0,1,1
36,No,Travel_Rarely,505,Research & Development,12,3,Medical,1,13460,3,Male,54,2,3,Research Director,3,Married,9043,22541,4,Y,No,14,3,2,80,1,20,4,2,10,5,0,6
33,Yes,Travel_Rarely,205,Research & Development,6,1,Medical,1,13461,2,Male,43,4,1,Manager,2,Married,4561,8902,2,Y,Yes,16,3,3,80,0,7,0,1,3,2,0,0
39,No,Travel_Rarely,1328,Sales,4,1,Technical Degree,1,13462,2,Female,63,4,3,Sales Representative,1,Divorced,4510,23484,2,Y,Yes,11,3,1,80,3,16,1,4,6,3,2,4
44,No,Travel_Frequently,501,Research & Development,14,3,Life Sciences,1,13463,2,Male,78,4,3,Research Director,3,Married,6801,19782,4,Y,No,12,3,3,80,0,16,3,4,3,1,0,0
26,No,Travel_Rarely,1353,Research & Development,25,3,Other,1,13464,3,Female,92,2,3,Laboratory Technician,4,Married,9912,15447,1,Y,No,15,3,3,80,1,9,2,3,0,0,0,0
39,No,Travel_Frequently,1281,Sales,20,1,Other,1,13465,2,Male,61,1,2,Sales Executive,2,Single,7232,2824,4,Y,No,11,3,3,80,1,23,3,1,2,0,0,1
50,No,Travel_Frequently,872,Research & Development,1,1,Technical Degree,1,13466,2,Male,36,4,4,Research Scientist,3,Divorced,10968,9948,5,Y,No,11,3,4,80,2,28,5,2,10,8,4,5
42,Yes,Travel_Frequently,442,Sales,5,2,Life Sciences,1,13467,2,Female,87,3,3,Sales Representative,4,Divorced,6306,11200,3,Y,Yes,11,3,4,80,1,15,2,2,10,4,5,3
38,No,Travel_Frequently,675,Research & Development,19,1,Medical,1,13468,2,Male,85,3,3,Manufacturing Director,2,Married,7426,13303,4,Y,No,11,3,3,80,3,22,3,1,13,6,0,4
43,Yes,Travel_Frequently,1339,Sales,1,2,Other,1,13469,4,Male,74,2,4,Manager,3,Married,13330,17071,6,Y,Yes,15,4,1,80,2,27,1,1,13,9,4,4
